"gene"	"length"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"119"	"2310011J03Rik"	1659	-0.295633646304022	7.05886244473688	4.63230206589544	0.0626838964610488	0.159392649140688
"120"	"2310015A10Rik"	4845	1.42266701901476	1.29293994405092	13.6224259998851	0.00585056763237847	0.03591342616101
"121"	"2310022A10Rik"	2719	0.22251244574162	4.92743186690309	0.709658315481688	0.423414654099968	0.5736693665752
"122"	"2310022B05Rik"	3307	-0.126324800785782	3.03437940773001	0.343319412345285	0.573668945683404	0.701876677886475
"123"	"2310033P09Rik"	1241	-0.200644759869786	6.1525974969033	1.17594454607573	0.308994636519119	0.463694973593737
"124"	"2310035C23Rik"	5406	0.239559813774756	3.74405477299467	1.22891119417785	0.299031199339277	0.452775879023143
"125"	"2310036O22Rik"	892	-0.53009615967158	8.23892079190382	9.67779214495984	0.0139706000618492	0.0625118970116176
"126"	"2310039H08Rik"	773	0.166354809762155	5.83225081052311	0.703875663578313	0.425234588891474	0.575149507122854
"127"	"2310045N01Rik"	2783	0.112029958976027	5.18724998159329	0.344378803483379	0.573090132337206	0.701876677886475
"128"	"2310047M10Rik"	1802	0.775011325007476	2.24061832802851	8.09105303020038	0.0210988349213339	0.0800750880542149
"129"	"2310057M21Rik"	2214	-0.238691659233673	5.08345876676235	2.38060783678552	0.160460402214769	0.297392764719542
"130"	"2310061I04Rik"	1240	-0.550933660215411	6.13546513848406	14.1916972711815	0.00523416246755417	0.0335600261020098
"131"	"2310067B10Rik"	4996	0.350199864872068	2.31261616953381	0.742157740151811	0.413420208854529	0.564772458982164
"132"	"2410002F23Rik"	1982	0.578588214900932	7.62258125341411	8.1600331568638	0.0207047640764668	0.0790481240098027
"133"	"2410004B18Rik"	975	-0.473836248137522	5.85229045224668	7.47645083515615	0.0250623613506543	0.0892862911480155
"134"	"2410006H16Rik"	461	0.384966128705158	7.67580613777833	4.52501670197033	0.0652048225780845	0.163258262230829
"135"	"2410015M20Rik"	755	-0.340418670889334	8.12200200872227	2.97786255904647	0.121720855216258	0.246783910691953
"136"	"2410016O06Rik"	2346	0.238006823287877	6.92967867514967	1.52340429251077	0.251261474366728	0.401029534974689
"137"	"2410089E03Rik"	10469	0.806871984330802	1.00542880741847	3.69302141140003	0.0899359729239774	0.201035652395094
"138"	"2410127L17Rik"	2094	-0.146694062556749	6.55130226107161	1.07203392797184	0.330015441240831	0.484201477103821
"139"	"2410131K14Rik"	2670	-0.309684797872228	5.3975021347691	4.35944729095542	0.0693553296390017	0.169692047227763
"140"	"2500002B13Rik"	902	-0.702670139037309	1.90359124522339	5.69266027985477	0.0433664478629621	0.125594227778172
"141"	"2500004C02Rik"	1898	-0.617655977618361	0.930481775192179	1.14381725139163	0.315277049389947	0.470034452223655
"142"	"2510002D24Rik"	1232	-0.187238651642132	6.21818684702138	1.43986751464947	0.263636243614754	0.415527267577433
"143"	"2510039O18Rik"	2731	0.475699977597617	6.27365673552522	4.91733773081564	0.0565647419545472	0.149568412093861
"144"	"2610001J05Rik"	1803	-0.344971198024406	6.72179462110657	5.06717821865323	0.0536523088020528	0.144469067295651
"145"	"2610002M06Rik"	5841	0.00391276773833759	4.98579292624144	0.000642315217961585	0.980385781272004	0.988270406033116
"146"	"2610005L07Rik"	4009	0.49832850279349	3.56533144709471	6.69718885274015	0.0315406894520013	0.10316075596022
"147"	"2610008E11Rik"	4229	2.99618883349255	-0.856163874905871	10.0984953641711	0.0126103825721746	0.0581982723917294
"148"	"2610015P09Rik"	3643	-0.135414545404676	2.89654973183878	0.411595822101299	0.538653855536954	0.672067364279996
"149"	"2610020H08Rik"	2348	0.833318370681015	1.44655665982488	5.55499829900477	0.0453992238074058	0.12911267910695
"150"	"2610035D17Rik"	1848	1.50086678413285	2.92796043448808	45.8623380635788	0.000125681779319378	0.0035390611721769
"151"	"2610044O15Rik8"	1776	0.121559557820765	2.94294043642242	0.285720131753634	0.607143082498713	0.727276679246383
"152"	"2610206C17Rik"	1717	0.670838358216779	-1.24159049866179	1.00326055416027	0.345123849478042	0.499960437445898
"153"	"2610301B20Rik"	2118	-0.223690116336062	3.0605702438506	0.657800098470615	0.440212187301511	0.588667819553075
"154"	"2610306M01Rik"	1034	-0.24216347060678	2.42714385081657	1.05071643765984	0.334590378896523	0.4889691332715
"155"	"2610318N02Rik"	1266	0.293924237372874	4.73645084570258	3.13992627872266	0.113375298609445	0.235265761984227
"156"	"2610507B11Rik"	7443	0.0168695731583688	5.10742207946407	0.0110419778972631	0.918833463966086	0.948505722217977
"157"	"2610507I01Rik"	2905	-0.176437080995857	2.16757762947534	0.495645863916548	0.500895132405026	0.640004993890957
"158"	"2610524H06Rik"	945	0.00207112212427273	4.53423653586271	0.000112000013766389	0.991808772215993	0.994808250379971
"159"	"2700029M09Rik"	1183	-0.390665105179872	6.61324780232976	6.35429512366382	0.0350573964943828	0.110193747883398
"160"	"2700038G22Rik"	1370	-0.237019964714467	3.29219224992399	1.38400291630269	0.272398831551487	0.424327855514729
"161"	"2700049A03Rik"	5763	0.446130322331764	1.78136753609068	2.27149649222821	0.169240873028412	0.308195905915311
"162"	"2700060E02Rik"	1510	-0.42280921711671	7.92409516417709	8.38905274289413	0.0194610010883097	0.0761924003213659
"163"	"2700062C07Rik"	1032	-0.707420288289968	5.59996595074491	21.0474877191657	0.00166719846297757	0.016572017217102
"164"	"2700081O15Rik"	4989	-0.938494492237573	1.57133777624302	7.78515974495275	0.0229643786052165	0.0840820444384657
"165"	"2700094K13Rik"	679	-0.66591291664906	7.15536713526329	15.4548581053418	0.0041315026377621	0.0287649873156182
"166"	"2700097O09Rik"	1187	-0.4394720587765	5.58572244231793	7.25736164360177	0.0266991398125876	0.0929390907001625
"167"	"2700099C18Rik"	1275	-0.0617641745898044	0.962115218315927	0.0181982126072162	0.895938817120462	0.933669254617899
"168"	"2810001G20Rik"	901	-0.0194489790594478	2.67592133867604	0.00573504738665727	0.941446590569276	0.963468056215763
"169"	"2810002D19Rik"	1482	-0.309907724869315	2.56803503969738	1.85262275287288	0.209656582870662	0.355409922273571
"170"	"2810004N23Rik"	1382	-0.511760122758464	7.30517771709707	12.3150832548785	0.00764871571570079	0.0422297482834051
"171"	"2810006K23Rik"	2880	-0.243966135933635	3.84749323070184	1.78245348834943	0.217677811049807	0.363964949075958
"172"	"2810013P06Rik"	2028	1.06924780121484	3.72438075174172	31.6749281832735	0.000449786042644748	0.00738940336781554
"173"	"2810021J22Rik"	4892	-0.0476192628535654	0.978374211584974	0.0179159450503428	0.896743576199124	0.934096531486226
"174"	"2810403A07Rik"	2999	0.344176134263212	4.41455185828421	3.33515192910606	0.104284599130152	0.222056379579246
"175"	"2810403D21Rik"	1005	0.271050315876441	1.00179954584132	0.609271624520694	0.45697310571893	0.60274714427867
"176"	"2810408A11Rik"	1674	0.774968159929424	-1.52295144636592	1.18092319407934	0.308037577993652	0.462614254689782
"177"	"2810408I11Rik"	713	-0.280643607801867	3.36605531393225	1.29309011368942	0.287573756997727	0.440554937311468
"178"	"2810417H13Rik"	2387	-1.28692875399882	6.5133785429325	55.0891922336206	6.51590857738922e-05	0.00237975101528442
"179"	"2810428I15Rik"	657	-0.264845196007046	6.42723689032913	2.29811596008964	0.167040664617335	0.305114078381161
"180"	"2810454H06Rik"	2825	0.818725273467682	1.54923638290944	6.80338314079161	0.0305426922333379	0.101394635263
"181"	"2810468N07Rik"	1349	-0.369393705943991	2.8693725818678	2.6578465222296	0.140716428720228	0.272446789264357
"182"	"2810474O19Rik"	6149	0.875660761071522	4.41951862487625	21.4918217052738	0.00156368513931946	0.0159605086325407
"183"	"2900005J15Rik"	2033	-0.125517771620481	1.9078592383902	0.123586814984803	0.734027764120861	0.822988694189398
"184"	"2900008C10Rik"	1360	-0.321721015611267	2.29786036048417	0.844758020674676	0.384245062596924	0.538004914410382
"185"	"2900060B14Rik"	597	0.964565939023052	3.27869599322652	22.408124563632	0.00137432903316276	0.0147753774779486
"186"	"2900076A07Rik"	854	-0.353852333072347	1.82234003689036	1.52005842057392	0.251741202703653	0.401430329254507
"187"	"2900097C17Rik"	4917	0.038704746456665	4.79702858963883	0.0578065941800959	0.815891436649538	0.883266503674316
"188"	"3000002C10Rik"	1278	-0.717807438127488	2.13828774726376	6.76253847036151	0.0309217633410339	0.10219095936307
"189"	"3010026O09Rik"	1140	0.113941615242823	2.75596289092868	0.229153294407662	0.64464043465902	0.756634883251432
"190"	"3110001I22Rik"	1611	0.170146317381658	3.62774043827872	0.899562045520902	0.369974991139595	0.523991037471787
"191"	"3110002H16Rik"	2129	0.210605726544508	5.13929372194883	1.27225002850748	0.291223378508242	0.444225865881227
"192"	"3110009E18Rik"	1089	-0.362493858561812	4.50815674088511	2.68146772113408	0.139186278317629	0.270426778202084
"193"	"3110040N11Rik"	857	-0.370577307818829	5.36266758918959	4.15003137031612	0.0751024246668709	0.179038576223975
"194"	"3110043O21Rik"	3198	-1.44288073011936	2.94823114858458	34.180153227057	0.00034820103026431	0.00633417732576385
"195"	"3110052M02Rik"	4367	0.100846205169199	1.48706584996993	0.0993334534598829	0.760492363999128	0.842459637549369
"196"	"3110056K07Rik"	1588	0.38980612450647	3.41641562866834	3.81734044966069	0.0855530632725847	0.194749818228069
"197"	"3110057O12Rik"	2492	-0.367851883635467	-0.615657016062145	0.286823097656466	0.606461769858114	0.727006629690605
"198"	"3110062M04Rik"	3725	0.281856200234566	2.36893602607056	1.00030878269143	0.345795530858252	0.500223288692626
"199"	"3110082I17Rik"	1461	-0.641428814698668	7.59861901562358	21.164292504286	0.00163918035752957	0.0164205611254278
"200"	"3200001D21Rik"	2283	0.0705788657840521	1.09700399430679	0.0394572147547411	0.847376136954214	0.903738916220339
"201"	"3300005D01Rik"	1281	1.56472905346195	0.767610569051217	12.9898915206886	0.00664570950664701	0.0388978373059898
"202"	"3830403N18Rik"	1020	-0.374893532710248	0.832052991539566	0.910296556275938	0.367276721824842	0.52161763054059
"203"	"3830406C13Rik"	2559	0.10155914603127	4.14407645129731	0.223236125759321	0.648889061238811	0.759858923483251
"204"	"4632404H12Rik"	2951	0.74790683955929	1.86719755558995	6.22841229260347	0.0364719413559158	0.11317020037875
"205"	"4632415L05Rik"	4114	0.136191741325884	2.56194637614586	0.363892002960343	0.562641477476361	0.693218545373056
"206"	"4632427E13Rik"	669	0.553955055320754	1.73401146759363	2.61166665764641	0.143772631989341	0.27651480381483
"207"	"4632428N05Rik"	4846	1.21519770876937	8.31309039267619	72.191286222251	2.41113070083267e-05	0.00139222479455945
"208"	"4831440E17Rik"	4677	-0.293978084168981	0.0849318558955149	0.292645632523018	0.602893339104022	0.724796952022634
