"/Users/alexrosenberg/home/projects/BALLESTEROS-TATO/2018_07_RNAseq_spleen_MLN_naive/andre_2020_reprocessed/counts/MLNode_activ_1_MJ040"	"/Users/alexrosenberg/home/projects/BALLESTEROS-TATO/2018_07_RNAseq_spleen_MLN_naive/andre_2020_reprocessed/counts/MLNode_activ_2_MJ051"	"/Users/alexrosenberg/home/projects/BALLESTEROS-TATO/2018_07_RNAseq_spleen_MLN_naive/andre_2020_reprocessed/counts/MLNode_activ_3_MJ059"	"/Users/alexrosenberg/home/projects/BALLESTEROS-TATO/2018_07_RNAseq_spleen_MLN_naive/andre_2020_reprocessed/counts/Spleen_activ_1_MJ040"	"/Users/alexrosenberg/home/projects/BALLESTEROS-TATO/2018_07_RNAseq_spleen_MLN_naive/andre_2020_reprocessed/counts/Spleen_activ_2_MJ051"	"/Users/alexrosenberg/home/projects/BALLESTEROS-TATO/2018_07_RNAseq_spleen_MLN_naive/andre_2020_reprocessed/counts/Spleen_activ_3_MJ059"	"/Users/alexrosenberg/home/projects/BALLESTEROS-TATO/2018_07_RNAseq_spleen_MLN_naive/andre_2020_reprocessed/counts/Spleen_naive_1_MJ059"	"/Users/alexrosenberg/home/projects/BALLESTEROS-TATO/2018_07_RNAseq_spleen_MLN_naive/andre_2020_reprocessed/counts/Spleen_naive_2_MJ059"	"/Users/alexrosenberg/home/projects/BALLESTEROS-TATO/2018_07_RNAseq_spleen_MLN_naive/andre_2020_reprocessed/counts/Spleen_naive_3_MJ059"
"1600002H07Rik"	2.93680252598026	3.01185101449863	3.74666786822927	2.77499843309031	2.37684898796243	2.27597673723217	3.14319378621475	3.24868924983766	2.69961935756797
"1600002K03Rik"	5.94408128668713	6.44517077567833	5.67932011661255	5.47516018879221	5.53849192030872	5.29507145535733	5.0513123713357	5.23390607057119	6.09037394639593
"1600012H06Rik"	3.67318212736911	4.05044985316005	3.99446345341593	3.75968765032577	3.70033322756753	3.63364420070135	3.70870754065787	4.05384422912555	3.51444909959002
"1600014C10Rik"	4.34388371965911	4.42103073218906	4.55733911423163	5.15079845774752	4.63280812712953	4.79645554591617	6.58479778685315	6.49327068820223	5.27993355253482
"1600020E01Rik"	4.16636184400141	4.72049284763747	4.20821075667423	4.78275525557426	4.82278146623993	5.02390463779206	5.7956752824425	5.82009871740621	5.87653189886425
"1700001L05Rik"	2.06355346241678	1.4454751668952	0.53122126168592	1.3039772338569	0.745549231047167	1.79147587186339	-4.12371709285848	-7.00715823523984	-7.00715823523983
"1700001O22Rik"	1.08887034210099	0.37725559998413	1.19132426316763	-0.103509599936832	0.654357327870027	0.3439234094961	0.481599900830392	0.696887852555936	-0.269417529502518
"1700007L15Rik"	3.4244830074915	3.84678407557963	3.27055672493522	3.45245576201842	3.37933289621015	3.14368426860687	3.67269463295599	3.35156516710055	3.7273081118596
"1700008J07Rik"	0.9224077266584	1.24327972349017	1.09348968515629	1.2634650228206	1.14781182727283	1.53158939484523	0.78125533106283	1.21632450813596	0.832935103975989
"1700010I14Rik"	0.138209052728576	0.68751966988252	0.589804492699906	0.529610494837289	-0.460651270819735	-0.580951528691132	2.26843286073592	2.16452473657885	2.51543018643377
"1700012D01Rik"	-0.0970115207764579	-0.154916933246665	-0.0498661400109773	0.863600131595025	0.677701365203899	0.410635892022913	0.429429938607071	0.625686347824025	1.60205537325826
"1700017B05Rik"	5.47723030268743	5.4895741199567	5.7371592712249	5.26550367177341	5.7117510948104	5.58412475470025	6.2643887534362	6.09237253143802	5.36719042911206
"1700019G17Rik"	1.5791994302584	0.164511676720983	1.60039208271477	2.18724986303364	1.09676944007985	2.21195165267967	2.20001471835264	1.90867132914015	2.57947523843432
"1700020I14Rik"	5.18192912600008	5.52068695164317	5.11122921325508	4.88309964892621	4.74065053210367	4.81504605954499	4.81506539831159	5.03301497714547	4.62434612520366
"1700021F05Rik"	5.58665325682849	6.12732330564962	5.38065312432482	4.91450955808389	4.9540484441553	4.86645435653372	4.4447825599298	4.54680772277814	5.16461423533492
"1700021K19Rik"	2.09743839799207	1.00805433400927	2.43240948421496	1.74755647945706	1.96727512993987	2.25797194174998	1.70306205645848	1.83693102554755	2.67050824428503
"1700025G04Rik"	1.61082669231192	2.05247902404498	1.79968324157365	2.30170430661535	1.60281684352997	2.02232136381554	3.78074874914815	3.65252768125161	4.41504287175764
"1700028E10Rik"	0.550696621116349	0.37725559998413	0.406395717693334	1.0656084363888	1.00746833187134	1.13767318641462	2.23082402314397	1.8986385527823	1.97971419245131
"1700028J19Rik"	1.42761331953057	1.88868534960758	1.69682835463391	1.34338282861927	1.89939516197539	0.948565250364956	1.14699710550644	1.02667383846728	-0.126315623639757
"1700030C10Rik"	1.11115703550255	-1.00723309948387	0.589804492699906	0.0942435950144591	-1.01278628070636	-0.517550775663648	0.580599995972354	0.601149611317397	-0.42829272452116
"1700030K09Rik"	3.95775413283614	3.1557292193503	3.36583027403141	3.45245576201842	3.11009353357254	2.95541624006964	2.80734478614017	2.85105356533085	2.36606809671174
"1700037C18Rik"	3.60807006099765	4.01910055835411	3.63634690881603	3.15313188659888	3.11009353357254	2.57398369227237	3.4154347255547	3.09462169658376	3.63989819431335
"1700037H04Rik"	6.36854789580897	6.69931079032164	6.24468679492627	6.13809066519272	6.42267162661517	6.2659428569339	5.49932832643386	5.43472016788721	5.18705753923183
"1700048O20Rik"	2.13054569925933	2.63136627190191	0.988534794634151	0.268129109911462	1.0257762432411	0.83170068721805	0.290101821831117	0.970310489638462	0.521302737952929
"1700052K11Rik"	2.64762135751032	1.90592728442678	2.02869126758584	3.00741513422559	2.83698815319505	3.16316341038515	2.95304158739137	2.80881998799983	2.52630375433073
"1700056E22Rik"	-1.1901519011875	-0.664148604510118	-1.03830290567345	1.2634650228206	0.951107933494319	1.74051843304944	3.3572831140857	3.01791222723033	3.88768364500466
"1700061G19Rik"	-0.987117150350122	-0.664148604510118	-2.97080470458332	-0.462641064664833	-1.17059102766508	-0.236627611327367	1.84921552593182	2.51251006233458	2.74686938070585
"1700066B19Rik"	1.88105192524949	2.68228735044149	1.43448568319205	2.02707487142034	2.4259243154419	1.19557491969215	2.27583839487558	2.39609988776404	2.92176512817373
"1700066M21Rik"	1.01986696591233	-0.228260474598738	0.0784214165914206	-0.103509599936832	-0.225952461483887	-0.647267079041234	1.13075284218746	0.951022517172915	0.384580418056027
"1700086O06Rik"	1.67207422889742	2.15698713414138	1.8242906939659	1.47339744972993	1.68575128721273	1.03568621793493	0.739014849205041	0.808264318034053	1.64259473209882
"1700094D03Rik"	1.62638406296066	2.15698713414138	1.73626321575643	1.80514099207913	1.65079006295229	1.74051843304944	2.86249013633209	3.27219289011388	4.02051123589318
"1700096K18Rik"	0.302166179217416	1.27015903774679	0.305135140727242	1.57621236468826	0.970140426381774	0.309373498726356	3.14723706340288	3.29913844006404	3.3890074347936
"1700097N02Rik"	-7.00715823523984	-0.883582048227351	-3.35682768593057	2.25080219998811	1.33563700130778	1.0566685468342	4.45297214191486	4.27743124156803	5.33662953125752
"1700113A16Rik"	2.71465419807008	3.31909310997283	2.30706747100732	3.33029061221063	3.31006488596055	3.40732417993398	4.20013037320766	4.15212889189734	5.81689356094926
"1700123M08Rik"	1.42761331953057	1.79924227262541	1.09348968515629	0.942704364078877	1.81769369561315	1.54649974278823	1.73565112573299	1.44033445379289	-0.0597579667787025
"1700123O20Rik"	6.6582926237359	7.19762859322877	6.56658530927111	6.23293971785384	6.35278529043328	6.16327717441424	6.23239356349643	6.4419494548431	5.44517863989735
"1810006J02Rik"	0.9224077266584	0.83882621617835	1.28294356181672	2.94474136517751	2.49982054039862	2.78357586743134	3.61547292077096	3.68207404852007	3.1707589027771
"1810009A15Rik"	0.614494026337566	1.79924227262541	0.898701609048983	0.268129109911462	0.654357327870027	1.0566685468342	0.0692373152706715	0.172010169989595	0.233531555214385
"1810013L24Rik"	3.86899069268126	3.92498050305437	3.76267096425217	3.9148813834107	3.72014289565016	3.43162217350235	3.69496260188084	3.86838125786959	4.39738347441445
"1810014B01Rik"	3.98516323816952	4.32174659484712	4.00795274421356	3.71155971637691	3.48235205776882	3.31019569346672	3.01630532490244	2.55145178017377	3.33437169423779
"1810022K09Rik"	8.73006067438876	9.39451492280105	8.46976843728545	8.39383211290928	8.46878437371249	8.36825447939643	7.17331935589322	7.15842512488868	7.79330433143376
"1810024B03Rik"	1.25820937705969	2.68228735044149	1.15298284370013	0.863600131595025	1.46202032756402	1.37334266180488	1.39837168306029	1.84740065034351	2.72815465823951
"1810026B05Rik"	5.52781071242412	6.09009459384777	5.37857769137795	6.80556008876322	6.31977970420238	6.79185764620885	8.37498472534605	8.57075044617135	8.51929256027736
"1810026J23Rik"	4.88971029869094	4.1406066393548	4.94025073433682	5.38833661814968	5.24327198018853	5.44085240749331	5.13003502888335	5.24186414780783	4.46675999790367
"1810030O07Rik"	4.80679634338322	4.68846857131203	4.76861143819416	5.11424508030362	5.10481985631544	4.91752808471035	5.35208979741731	5.29159032200088	5.46368082786223
"1810032O08Rik"	5.1806124796777	5.83611580514211	5.74845395893687	5.95781972452203	6.43984011346687	6.84295211325642	5.33002729403511	5.19344359121944	5.06186606770869
"1810034E14Rik"	-2.27607809878748	-3.3686277169524	-0.870939514403742	1.28386332621106	1.0257762432411	1.30484106933508	5.52752041941399	5.41197665489494	3.96564627722752
"1810037I17Rik"	7.71640943781152	8.73403877114737	7.67048762224522	7.06989986616916	7.14386876759899	7.01462661152966	6.94821120230089	7.05579479028556	7.56023740793646
"1810041H14Rik"	1.85487625021463	3.78289206520193	2.35851825092367	3.89512838448153	3.75896442400282	3.83531198475025	4.61355483072211	4.56595249572695	5.57128479315104
"1810043G02Rik"	2.75767266880899	2.63136627190191	2.5769826220303	2.77499843309031	2.80023666463495	2.67242313994807	3.82685224128059	3.68791139673835	3.20499956933071
"1810043H04Rik"	6.94204886932229	8.04179431780478	6.86783163401322	6.76985050484847	6.95078595890913	6.84144154003575	6.23429540421002	6.28086486017668	6.75400123862819
"1810044D09Rik"	1.94448580731187	2.24090904852424	1.09348968515629	1.8468694710333	1.92887849743923	1.47035750632064	1.86893643016771	1.84740065034351	2.737542365316
"1810055G02Rik"	5.14460107461826	5.09590449141971	5.37961578106102	3.93758984181976	4.39648933418097	3.99329529207874	0.69550021420248	0.138299835990605	1.25513927968789
"1810058I24Rik"	7.58224650898645	8.35515789325982	7.45842288832117	7.43277765310843	7.59305165203753	7.55059481540666	7.28258148299492	7.32734836258041	7.77774777808313
"1810062G17Rik"	-3.75629254634003	-2.4277437361941	-2.97080470458332	-0.532257832445333	-0.870553241904846	-2.41136372068615	2.26098911684325	1.64623420952723	2.08642627345863
"1810062O18Rik"	-2.83413200169173	-2.11793518598548	-3.35682768593057	-1.66457215303505	-1.78491700460361	-0.342526694232384	1.32887331923465	1.36946005899856	1.94771688114212
"2010001A14Rik"	-0.378199154792061	0.68751966988252	0.196227097616248	1.20048035883385	0.872363138513141	1.03568621793493	3.41878349620753	3.49497449786673	2.62064504569455
"2010012O05Rik"	5.14054375114784	5.91806727185946	5.00894649376409	5.038236762751	5.16283912789057	5.22497228159302	4.80869763631244	4.7319454329989	5.73607019866048
"2010016I18Rik"	-0.203004300032567	0.472913733808529	-0.794016937309791	0.836237922638448	0.152864523721188	0.650345383467855	2.25350676685598	2.25380944119863	2.25278802860441
"2010107E04Rik"	9.09823928497608	9.77389602818471	8.80732478631936	8.86677415854011	8.90508885828312	8.71992150506649	7.56824763120489	7.65243784880616	8.79931504264018
"2010111I01Rik"	6.28401759207343	6.70424693646115	6.28955975713844	6.00158308602872	6.36452081125887	6.28050853444589	5.84629439340584	5.70966786705406	5.06186606770869
"2010204K13Rik"	5.76063354202906	6.46421000967507	5.47497659523084	4.87135299409871	5.29041040847553	5.13904795903221	2.15253084864534	2.73743890134758	3.00185547296933
"2010315B03Rik"	1.08887034210099	0.472913733808529	0.406395717693334	1.38174065892048	0.970140426381774	0.75675009995061	2.37571207484416	2.41029285812278	3.45877830508898
"2010320M18Rik"	2.87952872879214	3.89938308381607	2.93429860892461	2.50651723628103	2.86776103886343	2.34582967478322	2.66795614725699	2.77631312884075	3.38303797595933
"2200002D01Rik"	1.2780447045199	1.90592728442678	1.7232376646009	1.43743044433856	1.57821845069828	1.03568621793493	1.56480412957436	1.77246572353566	2.47109736285638
"2210013O21Rik"	3.40206199085209	3.76882486810633	3.2017914751976	4.49413520079302	4.0724944707027	3.90349392504035	6.12373207458786	6.05559692645566	5.88606040541005
"2210015D19Rik"	4.75819481299038	5.37041994306651	4.80306513544479	4.78454580559931	4.7027492858763	4.58886689881804	3.71689208308673	3.98676218888647	4.18393592422008
"2210016F16Rik"	8.28298967994133	8.91004878301433	8.28751780889799	8.12513347417744	8.22987147565654	8.24513264195266	7.04538282478072	7.22542825046012	6.72538790850601
"2210016L21Rik"	5.27246709194583	5.91061242796944	5.44454630964506	5.4784825162547	5.48573824766356	5.38905941666106	5.57181316583952	5.5473707148238	6.0257514291149
"2210018M11Rik"	2.49496988824352	2.88717019545309	2.90575880100441	2.74588552624332	2.78419483720199	2.32002954035829	3.68108545079048	3.38787968249614	4.95325106846286
"2210404O09Rik"	1.29761101449186	1.42169705537752	0.752504597400917	1.08898098191358	0.970140426381774	1.23292406256725	2.38258817005007	2.45889671011969	3.01735349785795
"2210408I21Rik"	1.04323672722114	1.46886772005888	1.48165753977665	0.268129109911462	0.951107933494319	0.410635892022913	-0.989440957625674	0.416608385230223	0.477152790242528
"2300009A05Rik"	5.9533629066648	6.83038469188906	5.80904196879157	5.58506366563953	5.705376262357	5.52135924594892	5.53371121183382	5.73526211888042	6.41245229233329
"2310001H17Rik"	4.87676013297463	5.7776050175938	4.70709095783419	4.90466431920232	4.9492606136348	4.83946653674454	5.06098905427777	5.2087503160112	5.9245851004756
"2310009A05Rik"	4.90732907327896	5.93810979249206	4.77808979613022	5.15495717221667	5.09401555185384	5.00648637962659	5.44616697571757	5.47325600855534	6.30920573583899
"2310009B15Rik"	4.16902004015439	4.87950153624371	3.95043009176348	4.02197701721759	3.83879417053876	3.79217508299719	3.8039846506916	4.02646340681416	4.83797187508569
"2310010J17Rik"	4.08987137695856	5.24222938515976	4.22216658700717	4.48975162107937	4.35726885177961	4.34843447413821	3.47776902962057	3.46808903890552	5.03165856079454
"2310011J03Rik"	7.18202641875047	7.50502919580237	7.1959415333454	6.87274988729113	7.11075247500286	6.95755051954165	6.86165899857942	6.87891575604996	6.27173475232627
"2310015A10Rik"	0.790526307621431	-0.0185490022093605	0.501012722682156	1.67218500365458	2.13688141354954	1.74051843304944	3.00298039979918	2.89713382118798	3.39495229546231
"2310022A10Rik"	5.2015359731284	4.08113240049797	5.27192284667751	4.89640831756501	5.09075841918506	5.21217160687628	4.58552078578725	4.64609724952551	3.60442192503629
"2310022B05Rik"	3.22944257299017	3.42454825449325	2.87664299671315	2.82457379083482	3.19747996646574	3.07335839002761	1.81911931566261	2.15612712609618	2.62064504569455
"2310033P09Rik"	5.91666374140293	6.95727068210565	6.05173725568312	5.88374511554445	6.22293435505069	6.16146227991354	6.082097673484	6.110414663888	6.75457931563565
"2310035C23Rik"	3.39753566862781	4.11859011548519	3.58326939335369	4.04307262425666	3.83100706376596	3.89186529294152	4.50115673810857	4.7319454329989	5.18362736682555
"2310036O22Rik"	8.38626049948117	9.07728347368787	8.19619791709175	8.00318286161647	8.08010530858921	7.92969697398321	7.65226587532712	7.70537631541233	8.40795070263579
"2310039H08Rik"	5.58067619919218	6.43703945739418	5.42456765627808	5.82753665340847	6.0340603918216	6.02506362330929	5.81740578564406	5.83530043617088	6.57771510139357
"2310045N01Rik"	4.90414162248113	5.58632661603446	5.15189690353579	5.46179383763691	5.29702047821275	5.16826171648512	6.01730269215361	6.01727985930628	6.48461352458615
"2310047M10Rik"	1.9067611303029	1.68403356626028	2.00735864020965	2.48024228378152	2.86267759144738	2.53713290372546	2.93444471806668	2.63842532594694	3.61464733113598
"2310057M21Rik"	5.31748900606404	5.39505108549199	5.16880944237789	4.97691631145619	5.15662195750536	4.97652162419786	4.43654622354947	4.10709454067194	3.90027709302736
"2310061I04Rik"	6.47226988276732	6.72260851019849	6.23382117961243	5.82231651311844	6.06094052627933	5.83775622437896	4.95887264075941	5.08260092726747	5.15588836837667
"2310067B10Rik"	2.67031346864391	0.97575958746882	2.59139099026256	2.09790930564435	2.5449481678701	2.72579842437499	3.76241404828583	3.13363940977741	3.73670131118386
"2410002F23Rik"	7.4409296777899	7.00655626856642	7.70609467263706	7.76866878435946	8.12006160818293	7.95314087339096	7.10506367090027	7.07290382446409	5.75236964675324
"2410004B18Rik"	5.93630072637525	6.5233604831751	6.00810123199539	5.54970242141384	5.61681724808733	5.82405429329222	6.12116483051835	5.95086369086707	5.69690539265795
"2410006H16Rik"	7.29919226643783	7.93035688240807	7.42336542869022	7.69322994189006	7.83530461655375	8.22384053679184	7.02630040936301	6.97931660738428	7.94965637496849
"2410015M20Rik"	8.0822198691616	9.00198796541617	7.94344543712714	7.95132208707422	8.03350798444934	7.962204307357	7.34793685070127	7.45221101551373	8.19979377770436
"2410016O06Rik"	7.02031239198982	6.61073400335961	7.043160989609	7.03572726618755	7.32757123883086	6.97556599839784	5.61697478991829	5.52960230300262	4.41211460924259
"2410089E03Rik"	-0.0970115207764579	1.51454478872355	0.158017493816827	1.01769577512893	1.40721195555243	1.56125756631268	2.9250556087918	2.84584148785893	4.02435146426303
"2410127L17Rik"	6.81585503327913	6.65793001018555	6.68510051380617	6.6403793869477	6.56600009523607	6.45758402052362	4.90616295943131	4.93946972580325	4.46675999790367
"2410131K14Rik"	5.53297894576583	5.86505583259488	5.51331629281183	5.22783418337249	5.46994643092793	5.22959905588558	4.79200870682282	4.96373156956466	4.37950523461151
"2500002B13Rik"	2.14141475777285	2.92148603038975	1.64251362221695	1.79095890759788	1.73108615576329	1.03568621793493	0.0692373152706715	0.237156011298111	-0.606854143086084
